epoch,gen_loss,disc_loss
1,1.8814517259597778,0.21262052655220032
2,2.1042966842651367,0.2265600562095642
3,2.004366397857666,0.5194381475448608
4,1.1468313932418823,0.4790807068347931
5,1.353531837463379,0.5921202301979065
6,1.5063261985778809,0.4064614772796631
7,1.8356529474258423,0.31707271933555603
8,1.222173810005188,0.33010053634643555
9,1.372590184211731,0.34717392921447754
10,2.1980583667755127,0.34194374084472656
11,1.2479931116104126,0.5695520639419556
12,1.7448887825012207,0.38441967964172363
13,1.950079321861267,0.3842514157295227
14,2.4587414264678955,0.49526309967041016
15,1.8004220724105835,0.39667126536369324
16,1.4687658548355103,0.38975340127944946
17,1.6271950006484985,0.2802654802799225
18,1.6044713258743286,0.36808422207832336
19,1.5216938257217407,0.40841275453567505
20,1.0338987112045288,0.40469667315483093
21,2.1066484451293945,0.3712529242038727
22,0.9996383190155029,0.34595051407814026
23,2.11440110206604,0.3831256031990051
24,1.9017534255981445,0.3792917728424072
25,0.8926069736480713,0.4034983217716217
26,2.1359331607818604,0.40885433554649353
27,1.0262242555618286,0.4524112343788147
28,1.3021348714828491,0.3685486912727356
29,2.650028944015503,0.40841513872146606
30,2.2817742824554443,0.34093713760375977
31,1.5879014730453491,0.34366172552108765
32,1.562922477722168,0.44299450516700745
33,1.5556217432022095,0.36156031489372253
34,2.368462085723877,0.3997093439102173
35,1.8081049919128418,0.270006000995636
36,1.8803561925888062,0.33640480041503906
37,3.3578760623931885,0.5595662593841553
38,0.8751676082611084,0.3968726098537445
39,2.528649091720581,0.32095789909362793
40,2.1935946941375732,0.35157766938209534
41,2.229930877685547,0.32943955063819885
42,2.1840856075286865,0.33348140120506287
43,1.9378639459609985,0.3914939761161804
44,2.433509588241577,0.33310654759407043
45,2.077826976776123,0.41964414715766907
46,1.235105037689209,0.4049168825149536
47,2.001507043838501,0.31225621700286865
48,2.058476448059082,0.4798922836780548
49,1.1542690992355347,0.35127660632133484
50,1.6281944513320923,0.32640352845191956
